Genes,0a,0b,4a,4b,8a,8b,12a,12b,16a,16b,20a,20b
Mp8g05230,591.9176901,683.4897078,720.3680367,795.4570949,534.3806805,696.6529173,619.4986275,654.2805731,789.2213073,763.7791814,433.1669273,438.1380323
Mp8g05240,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17
Mp8g05250,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17
Mp8g05260,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17
Mp8g05270,1.39E-17,1.39E-17,4.753317147,5.577260702,3.420656526,4.115340203,0.94247253,0,1.39E-17,1.39E-17,3.074722087,3.252217642
Mp8g05280,148.4244372,157.7270669,104.8587732,83.91075586,28.47791941,98.46552784,250.6264741,229.1404704,129.677513,136.8752602,57.25771257,14.80503939
Mp8g05290,2.798646649,0.010233339,1.39E-17,1.39E-17,0.483129311,8.448782771,1.39E-17,1.39E-17,1.612713073,0,1.39E-17,1.39E-17
Mp8g05300,7.440130167,1.06408275,3.823076746,2.280717971,0.266484748,4.225239207,0.94247253,0,3.247943407,0,1.39E-17,1.39E-17
Mp8g05310,5.480235613,6.184024001,3.849162019,0.050375974,0.058270746,0.830913042,1.39E-17,1.39E-17,0.741206701,0.753154311,0.003607102,1.452450614
Mp8g05320,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17
Mp8g05330,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17
Mp8g05340,398.5944792,423.707184,320.2701964,204.7010491,2101.426599,334.8768956,410.8504298,392.329562,383.2225204,353.9813849,2796.676271,4595.564099
Mp8g05350,2.718931707,4.116979003,0.937493452,2.209774332,3.218908687,2.424027632,1.875846598,0.758810541,2.077796469,6.388861031,6.167430362,12.27424154
Mp8g05360,173.2992384,128.908202,130.5791722,109.5895554,126.5296287,149.585126,141.5951868,143.5711546,157.2386673,153.0296998,175.1165576,185.132966
Mp8g05370,3.687854714,2.074591308,10.5794351,0.119553386,21.24228632,5.390503154,2.769701374,4.116583589,2.874257803,6.339080247,22.56859637,40.8056085
Mp8g05380,1471.699931,1473.206219,1364.586309,1181.057749,10498.6348,1461.626507,1439.348562,1385.126695,1122.463296,1414.262856,4593.922543,24651.05033
Mp8g05390,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,0,2.551407453,0.741206701,0.753154311,2.04102223,0.126159455
Mp8g05400,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17
Mp8g05410,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17
Mp8g05420,37.63388478,28.89351545,33.37802409,26.89863967,12.9497072,36.57174067,24.17218156,30.28916508,57.30131537,52.47901148,26.59025338,13.81145706
Mp8g05430,29.37826449,22.70505201,30.58624314,13.6317701,14.47793983,11.40943107,4.581018199,10.80697018,5.028946376,12.68037545,42.05474914,99.47492258
Mp8g05440,324.5154561,237.1607436,172.4525661,188.7824051,168.4505604,158.4429607,218.9481347,202.2292704,294.374787,360.4700318,166.8981028,137.4725908
Mp8g05450,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17
Mp8g05460,481.0758408,502.0607986,573.6454092,568.7107549,1124.076434,600.6601694,528.1506673,651.9738285,523.7166354,461.3924361,598.088834,990.7422696
Mp8g05470,0,3.070813849,1.39E-17,1.39E-17,0.169681418,2.574536393,0,2.689115895,4.829437361,2.178372821,2.140329987,7.873877033
Mp8g05480,119.0397575,150.4869081,160.0045393,236.6619499,244.5622968,175.4369209,171.4327282,159.6862413,163.410129,132.752493,231.4069057,352.6777887
Mp8g05490,6732.612783,7222.710918,9752.839655,16556.68449,9936.09069,10369.38265,9261.181903,8545.097813,6983.114878,6230.360168,10892.53127,7138.434004
Mp8g05500,1377.780945,1455.669024,1362.873969,1146.400977,1697.586927,1323.56291,1385.038312,1416.755378,1870.255935,1861.017385,1282.036328,1741.609106
Mp8g05510,500.7482167,519.590609,432.360003,588.6763946,155.095685,402.4518725,423.2279106,391.6464826,573.0932628,475.8541894,217.0457704,52.97329324
Mp8g05520,405.0067942,432.9847299,293.4619626,334.0051306,212.0252796,286.0337379,286.0639133,233.9425282,303.0143326,296.8337585,286.6864701,194.3740945
Mp8g05530,809.9832732,1016.468183,1096.828245,918.5145891,370.9776555,1089.892191,755.4867525,867.2723821,771.617316,779.2883638,328.6058114,116.7578753
Mp8g05540,1.39E-17,1.39E-17,1.39E-17,1.39E-17,0.166954959,2.52993366,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17
Mp8g05550,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17
Mp8g05560,1.840717217,1.038766609,3.801624573,4.463213754,7.061010863,0,2.84249083,0,1.39E-17,1.39E-17,0.036019071,18.78559431
Mp8g05570,1385.7067,975.316518,813.7578961,877.0324823,1263.705468,798.7051971,984.6850877,1057.286307,1293.693163,1294.170182,1044.580786,2030.782719
Mp8g05580,1225.159339,1334.017374,1716.142971,1962.994259,1192.804823,1849.05501,1638.725307,1523.776696,1233.519905,1110.053147,1128.429846,737.3543639
Mp8g05590,976.8735913,933.0041952,1183.532881,1032.454799,1079.231752,1334.737284,1473.794264,1523.056219,1306.613421,1370.76141,897.0606103,982.3276596
Mp8g05600,4248.301144,4598.984111,5585.766852,11121.02077,2700.447358,4698.969557,4054.349813,4330.14581,3957.456091,3922.739265,3796.985273,1476.270841
Mp8g05610,497.5093497,607.192338,528.8751207,488.3061648,588.7600232,504.9372149,426.655849,449.5196016,418.3578571,377.92395,458.7671961,462.3098354
Mp8g05620,37.88456837,39.82461171,31.68425998,39.42362306,21.38753507,14.87311102,23.76170385,12.99579694,38.84880926,40.2342728,61.44617353,76.68425252
Mp8g05630,9.884393719,1.490721164,5.44150463,5.209808998,8.027124446,12.17580922,2.381232789,4.771842053,12.38901116,8.308075644,5.149787956,7.934444264
Mp8g05640,9102.367716,9895.919064,11066.05926,10843.23429,7454.443235,11253.40326,11458.82116,11703.85014,11486.95273,11308.26646,9434.286416,4814.76519
Mp8g05650,97.12647732,97.94020212,153.5202445,90.75429162,487.4004891,253.2600731,258.1064641,216.8343034,175.6762181,152.9183439,278.6010292,515.2915707
Mp8g05660,3.591570354,8.220815397,6.708912456,2.334453769,101.6744445,6.57702109,2.758722534,4.966393707,5.683711375,17.45690286,52.32741361,191.7074043
Mp8g05670,7497.720542,9580.428174,8078.832709,4709.640374,8169.342731,11091.51705,8354.643048,9770.601647,10149.58992,11304.54105,3423.367241,4921.342136
Mp8g05680,53.2181799,41.26677875,40.07625231,26.96222716,17.99163919,17.21582696,15.66767078,41.28830857,40.7772387,25.95975566,64.54925014,94.14993195
Mp8g05690,107.3760133,66.03933485,92.44883548,82.74086482,107.7503529,179.4159958,138.7417959,171.4706716,125.2612355,112.7536079,85.99664731,66.68249566
Mp8g05700,406.864666,408.2517071,438.3687936,371.0384126,1064.828169,509.4273917,552.4427746,548.1745793,508.3337619,496.2928969,720.9256451,774.6011233
Mp8g05710,90.74709925,82.4891342,99.16309243,70.55284277,125.4288521,181.7761691,189.1100345,190.0630304,123.6265176,123.6791003,60.48428072,128.6054536
Mp8g05720,114.5538974,110.3235716,84.76224599,106.0417258,66.19196265,87.23036667,88.48842715,91.37490138,134.5469339,107.2270559,86.00417041,23.10824306
Mp8g05730,807.3110978,836.0832402,673.6888858,704.9871842,1356.015764,622.7337989,737.8564911,684.3493342,683.0530121,705.8672962,1208.433611,2610.338637
Mp8g05740,1699.857805,1790.725888,1455.045409,1681.433582,3329.565203,1436.566953,1613.542933,1633.982456,1665.341947,1747.267023,3443.861908,5669.917378
Mp8g05750,1062.090789,1023.72497,2560.465435,2383.216567,4078.824436,1581.050699,1847.370647,1907.284361,962.1355257,1268.198881,2401.401529,3943.219672
Mp8g05760,678.0942512,713.4008497,837.6073858,802.2421216,1534.689781,776.3718576,848.6383099,1003.533397,661.634085,713.6466398,1239.08497,1346.37586
Mp8g05770,535.1178955,593.8046054,605.0894761,604.4594655,654.9031902,699.7647308,667.0594344,608.4675753,564.6825626,619.3451883,1142.793721,941.2874388
Mp8g05780,9.258430773,3.127060292,0.896360685,8.74355752,0.217776474,3.378065809,0.876247598,5.058607821,0,2.45803093,2.04102223,0.126159455
Mp8g05790,544.3163265,553.6112902,445.9946865,373.2789891,292.4772618,430.6589513,435.9629056,472.3861062,360.2598408,352.4964931,286.7333341,296.3325932
Mp8g05800,522.3662909,477.3379863,287.8206675,231.4025519,333.5332489,293.0728046,403.3841363,401.3387475,612.0413122,649.4600807,799.6969245,436.5749213
Mp8g05810,3294.41181,3062.916705,3874.500299,3840.109981,3667.987645,4005.398949,4021.754488,4155.544762,3385.795864,3310.419548,3230.816803,3458.093867
Mp8g05820,207.2112266,152.6216645,246.8226588,220.1749942,108.5531793,259.3635829,259.9672306,220.1036127,188.032173,297.3440969,109.4706438,32.81916311
Mp8g05830,1.39E-17,1.39E-17,1.39E-17,1.39E-17,0.029486432,0.406870237,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.531364807,0.095803803
Mp8g05840,1335.195942,1222.702806,2748.183908,2559.741619,3501.454126,2594.122296,2164.091548,2429.452448,1326.292032,1610.591715,1107.043836,2090.464686
Mp8g05850,1.39E-17,1.39E-17,4.811729404,0.061564115,0.113850189,1.680793478,0,1.69478644,1.39E-17,1.39E-17,1.39E-17,1.39E-17
Mp8g05860,10519.15689,9785.633159,11587.35893,8751.830694,27579.07321,10986.247,11989.85466,11739.70532,8584.236878,8936.423248,21471.84959,30148.75148
Mp8g05870,1862.146206,1582.50968,1848.685465,1442.558877,2501.651049,1952.753686,2042.115618,1887.604445,1386.855455,1334.328703,1837.163546,3055.668158
Mp8g05880,854.9080272,1014.414616,1055.878466,809.0685436,1922.700375,1015.388357,965.1697687,892.3656562,795.8743013,932.5275056,1962.142873,5974.221939
Mp8g05890,1250.79644,1437.102425,1578.97392,1460.340854,700.6296811,1290.73789,1089.953952,1182.108315,1036.335652,1172.929982,947.3486401,377.6509017
Mp8g05900,22.07059214,14.46519042,27.72177996,12.50236795,17.703583,13.86116865,6.552318531,3.973938865,6.674994517,10.9852342,46.12421282,76.19273511
Mp8g05910,29993.10669,31905.31891,42376.53992,40566.27572,27436.3855,28167.11805,19690.51447,22322.00355,16857.12869,17621.56352,29117.20533,30455.73469
Mp8g05920,66.94127169,56.72295147,44.69448443,76.85945059,31.59478776,39.52809782,14.75548845,35.50922353,32.67023287,38.76387167,127.034903,219.2078807
Mp8g05930,2182.768451,2426.803429,1820.017934,2004.355875,1239.393714,1420.903439,1332.188702,1378.666248,1879.061795,1955.998325,1752.128231,1995.357808
Mp8g05940,3718.690465,3504.154163,3380.913007,3126.207341,4012.656045,2129.852013,2211.608747,2445.753981,2600.241374,2937.169796,4715.693119,6979.770674
Mp8g05950,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17
Mp8g05960,5.575944427,1.056980627,15.19656608,23.3470689,12.54447726,7.2401444,5.650825089,1.47757932,1.39E-17,1.39E-17,7.161508752,5.106383745
Mp8g05970,20.231718,13.43220041,10.46507471,12.26607768,4.862167088,4.067652726,2.769701374,4.116583589,7.096422246,24.55970782,20.46603569,14.96878894
Mp8g05980,277.6371545,291.7495668,328.7529649,320.6831394,688.2265666,306.538486,307.4057107,327.9801489,304.2783557,379.0439719,509.0211078,1080.220057
Mp8g05990,75.16062223,85.47041292,106.1706409,106.8098006,24.79572192,74.40635121,122.4784726,106.6636732,124.0483168,86.01508318,48.07350699,21.19270839
Mp8g06000,4.367055546,16.51394489,6.255260376,7.150087258,13.47014939,15.76647375,8.951461597,5.668670485,6.645163169,10.40952908,30.7684169,57.82010264
Mp8g06010,15.51769523,20.60009846,9.538585195,7.864292645,2.882383907,20.1452036,7.408935863,10.69601807,16.79077064,16.19673426,30.66159264,9.434874009
Mp8g06020,3.733285728,0.013335777,2.886152602,0.038667358,12.84805153,0,1.39E-17,1.39E-17,1.39E-17,1.39E-17,7.239397079,39.42303879
Mp8g06030,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17
Mp8g06040,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,0,0.80178186,3.068037586,1.811613576
Mp8g06050,614.8894873,607.2242161,973.7929007,1332.743056,641.8427405,693.2038544,550.5624774,575.95799,215.9249773,227.3294964,252.9040561,187.6965721
Mp8g06060,39.83541678,66.24769516,39.05742503,36.53769419,38.74835451,32.18386975,30.07566495,41.25155813,34.30942446,28.49754471,65.44473698,70.01644004
Mp8g06070,1417.039332,1478.035026,1885.801312,1953.365405,1250.540466,2133.02858,2051.084491,1963.216812,2201.195786,2524.306623,1270.885107,927.875892
Mp8g06080,2.203379677,1.711801863,5.685271357,1.4008448,2.186907092,0.922601178,0,8.464893615,1.002359571,0,3.651292,0.217364889
Mp8g06090,270.9490298,223.0680739,203.0588138,183.110424,350.9530986,184.9596859,227.29727,234.9919189,207.44924,196.2944298,361.9067864,340.0940202
Mp8g06100,998.8800078,923.7306084,1208.282987,1175.4053,932.4473168,1378.42317,1326.60747,1338.670636,1010.403684,1124.9785,706.5841795,726.4108593
Mp8g06110,15.59782646,13.41443682,21.05113016,8.026933517,8.054435306,6.51214921,12.9555404,22.24613073,20.0383019,13.70358755,11.222115,0.570530295
Mp8g06120,458.1503312,497.9310142,455.5103046,404.5310477,242.0804626,407.7732967,441.5781886,442.1327729,462.544693,449.1269321,341.9247405,131.1420529
Mp8g06130,1175.688637,1237.114884,1333.103058,1355.262243,1420.708612,1453.653718,1470.995232,1539.383057,1356.914674,1517.724917,1487.886963,1186.214508
Mp8g06140,1028.211569,934.0425942,1153.001885,1185.42906,1403.28088,1027.131513,1129.091751,1187.790968,1115.792835,1178.263834,1508.421558,1908.056408
Mp8g06150,1068.466446,1140.205013,1016.747264,998.8692299,881.1858469,1085.066414,1011.677546,1169.930396,1012.786123,1039.845366,1183.770391,1111.645449
Mp8g06160,946.5816959,1025.769087,875.697545,939.6027206,530.3236715,947.4162416,1052.673105,1200.100867,987.698201,930.7418766,750.5229508,338.7288238
Mp8g06170,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17
Mp8g06180,328.8874823,411.3118497,469.6835058,727.1085612,549.4224921,462.2157625,529.1275768,567.005958,347.9655794,366.4917079,453.6375624,420.6708166
Mp8g06190,831.162164,807.2278026,761.3269799,902.674678,936.0533496,893.4870091,950.237572,954.43894,890.6675283,913.0532752,1115.143974,910.707414
Mp8g06200,1251.846065,1039.211068,958.6607701,790.7570127,1651.377595,979.3356286,1054.480222,1016.29432,1157.645679,1171.08005,1780.217911,2230.232018
Mp8g06210,1.39E-17,1.39E-17,0,3.649013051,1.39E-17,1.39E-17,1.040589255,0.902611372,1.678552796,1.706271946,3.647896492,0.217179667
Mp8g06220,39.57115249,19.64800433,21.89882335,24.55380804,18.24413372,20.56645952,37.51581749,8.429883367,18.39921931,15.34786237,17.3483392,0.791090945
Mp8g06230,0,1.025771909,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,0.741205939,0.753153538,1.39E-17,1.39E-17
Mp8g06240,623.1953897,533.0180565,612.7045139,634.6055322,553.8788634,687.5761768,696.8117171,760.3602658,695.4104057,633.8315091,515.0381835,334.6538643
Mp8g06250,2545.652405,2849.485039,2076.372228,2064.748456,994.0761243,2260.019287,2391.439224,2422.832099,2331.757748,2252.789656,1776.514788,327.1305961
Mp8g06260,89.68455646,125.731709,44.85334854,28.10706891,347.5667163,137.3160391,316.8865755,202.7521432,450.2846761,456.1307871,96.33301796,212.1379291
Mp8g06270,149.4706492,111.381414,116.2123326,140.6893424,134.1628902,129.7206226,181.6555076,183.5412505,194.8125771,161.3726469,174.0958039,189.8787613
Mp8g06280,854.9161625,992.7686476,581.2637556,588.8096495,791.0168281,546.6472247,639.0582719,683.6598721,863.8193517,996.68178,1119.305373,1616.109975
Mp8g06290,677.2063288,663.9266395,725.1748824,664.8409638,360.0731002,637.7823852,683.8544105,577.40151,583.8857076,575.1595267,753.5945858,338.7373356
Mp8g06300,492.1647589,408.2792432,457.378343,480.4130457,332.1781397,572.8772909,414.5757809,397.2270918,396.4497686,293.4522976,349.1437361,220.3361917
Mp8g06310,5.424118517,10.28362642,11.41723756,13.38143695,10.86983952,5.592684084,13.98762544,12.1708812,6.259225165,2.925997574,11.27131824,12.79371801
Mp8g06320,2.754457043,2.069054444,2.850031978,3.349468581,0.166954959,2.52993366,0.927516214,0.794401521,0,0.80178186,3.074722087,3.252217642
Mp8g06330,0,2.048114074,0.958766993,0.013525867,0.113850189,1.680793478,1.39E-17,1.39E-17,1.39E-17,1.39E-17,0.007046259,2.846153123
Mp8g06340,89.73157714,109.255893,75.26574023,79.31238111,206.8533225,79.02357703,95.97751403,87.20013569,76.97332478,85.1158182,130.1388833,327.6809803
Mp8g06350,4.642947838,1.053021218,1.898551283,2.236076541,0.166954959,2.52993366,0.893767172,3.354596464,2.908971288,5.523964374,3.080726969,4.680981873
Mp8g06360,488.5987742,316.5593191,185.8592094,148.7217145,96.00687853,143.1872788,190.1238562,146.61578,231.8263783,274.6155928,140.2936662,140.1871818
Mp8g06370,2756.492211,2531.978756,2970.241114,2487.178465,2020.903806,3091.632692,3021.175217,3408.380765,3424.655035,3544.741069,1557.532695,1371.165777
Mp8g06380,809.1617527,800.0085943,887.1418996,912.8121102,820.360523,923.1961712,779.7263848,847.6444223,903.8281504,789.9541804,523.2609675,443.4778645
Mp8g06390,45.78956084,49.47891759,42.96984168,22.5662691,21.04263164,46.38365197,69.92724467,55.29721341,25.66667459,37.35946695,59.3650468,41.07462883
Mp8g06400,4803.58233,5821.65346,5281.039353,4154.196686,2453.579747,4739.302828,4051.537926,4554.53389,5497.639889,5737.290252,2573.386788,2654.449558
Mp8g06410,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17
Mp8g06420,1.863156011,0.006984243,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,3.068037586,1.811613576
Mp8g06430,517.6863325,605.1370047,525.0292699,564.1959965,327.2426302,558.9070171,481.6167443,513.9770565,375.579512,350.1256202,447.3732699,131.5815684
Mp8g06440,386.6548194,440.1918988,207.6753347,268.0177241,153.6402334,140.3535241,174.2933252,131.0994773,187.0799229,169.9683348,199.7066934,239.5377118
Mp8g06450,747.73238,799.9977153,878.5683592,893.824821,852.7242607,849.9971364,802.1130843,801.0691262,1010.693263,960.1289373,541.7809472,1037.027245
Mp8g06460,274.9230567,263.9273743,239.1292419,295.9718059,168.2094863,263.1555379,230.0138011,306.9642516,298.9592574,364.3305029,154.5910127,105.6981848
Mp8g06470,442.5665351,487.6196467,426.9516821,334.2090915,424.2234936,466.5476548,420.1553749,415.2008948,429.0584554,382.5487053,593.8940748,407.0083156
Mp8g06480,0,2.415677468,2.265897635,12.78811333,0.140723826,2.105880184,9.304060259,3.568713364,4.576844701,3.955198545,0.007263161,2.936681099
Mp8g06490,4577.692466,4552.203137,7664.654985,8465.969896,3475.094134,7503.335433,6616.32921,6359.900291,5253.488795,5144.829548,2943.025238,2259.350282
Mp8g06500,217.2440025,181.4716153,238.195497,269.2076891,401.1790952,246.8087499,239.4535945,214.4398174,229.7087125,231.92441,356.3838735,427.9707371
Mp8g06510,5467.131675,5316.530247,6145.29601,5393.200468,11830.48936,5734.343914,6173.768806,6583.304103,5228.356677,4824.107382,11395.40509,14123.93108
Mp8g06520,45.65129366,79.31868923,38.02461233,66.80397253,23.76820655,37.16907623,26.95643455,35.21430792,31.92161013,37.20283596,97.21852112,46.67410335
Mp8g06530,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17
Mp8g06540,463.6365628,519.5760004,638.4841254,528.5883216,434.1478219,494.5011344,399.6367042,424.2372689,433.3696909,490.2687545,278.5151448,227.7190457
Mp8g06550,132.761137,179.3431919,140.0285477,174.1909238,117.0512968,86.00227172,123.9496975,104.270186,182.9203141,229.8345769,206.8535461,203.055042
Mp8g06560,76.00972121,86.58469973,51.42297546,61.38291845,49.43351529,55.90842168,39.94400216,63.93154245,98.60568171,83.32203518,64.43367419,21.16133088
Mp8g06570,50.45268538,41.26113203,40.00082853,44.65700134,46.1037641,50.96501168,45.60269026,53.93658772,55.40960995,76.81041359,79.91366961,119.8100665
Mp8g06580,1.863156011,0.006984243,1.39E-17,1.39E-17,0.113850189,1.680793478,1.39E-17,1.39E-17,3.247943407,0,0.029479335,14.3469859
Mp8g06590,9.090749217,14.40876694,8.552954962,11.13124154,16.42081334,16.41123131,19.65511991,10.35908976,7.882482635,24.52189341,28.66448404,24.47832117
Mp8g06600,200.7251498,178.3703527,238.2008594,262.5179008,517.8853367,217.8168568,217.9758269,229.2584978,185.3274381,208.0681885,583.7920336,1525.804975
Mp8g06610,9768.568054,10841.28175,8485.593443,8510.337915,36556.163,8437.605223,9187.609523,7884.259696,7157.488215,9111.376901,19472.93823,25049.43469
Mp8g06620,540.62714,583.4994561,483.0939508,537.3617027,553.2986603,565.8596045,581.2564997,708.2506244,528.0436909,580.692318,609.2864209,549.6117756
Mp8g06630,0.87545775,3.079109337,1.922670256,0.02639865,11.26076768,8.959604027,6.552318531,3.973938865,5.504172387,2.150958864,6.209295103,33.19605051
Mp8g06640,194.3888379,140.2527653,167.676322,194.3382722,592.4550841,191.4002663,205.8798657,206.3762632,217.1263944,152.7115069,313.400502,482.002954
Mp8g06650,72.5768654,39.24175671,80.0550491,73.78793222,59.7123757,81.50138916,101.6333566,73.16718869,92.80311797,56.77679084,73.71131128,58.55743719
Mp8g06660,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17
Mp8g06670,321.6331612,328.8671024,307.7030976,450.0601502,283.5988721,326.1465908,402.522085,324.4774476,338.9446161,315.3342484,383.9365466,193.4689508
Mp8g06680,456.2871594,536.0638113,807.1236104,743.0484551,567.6285669,889.8144047,910.1713719,933.2474952,754.9022265,713.5011586,384.0249246,429.7885704
Mp8g06690,258.2548427,394.7873562,554.6175241,481.6361876,291.6966747,605.058758,580.3803958,595.519255,507.6312535,469.9495093,218.9983338,43.14512902
Mp8g06700,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17
Mp8g06710,5940.00069,5551.589094,5936.601939,5397.649478,10546.39197,6292.132074,6844.568638,6508.964273,5941.933003,5792.104278,9317.678034,14496.91775
Mp8g06720,34.85496961,29.91408158,47.62878352,51.37297104,52.01134721,43.40625235,26.93307347,39.36258216,46.71487131,37.69965549,47.0764617,31.41593109
Mp8g06730,1687.074384,1589.648993,1546.473749,1767.325449,1054.998733,1451.867076,1335.484878,1389.272306,1260.840698,1297.29402,603.117664,809.3672734
Mp8g06740,443.5453803,417.5394573,334.4488675,359.7338448,322.7146404,350.7373168,404.3494415,362.90866,333.5927761,313.0235944,382.8978464,167.9719641
Mp8g06750,1.821305981,2.062924853,1.39E-17,1.39E-17,10.9749742,6.434308873,1.39E-17,1.39E-17,0.698418717,1.574907563,1.39E-17,1.39E-17
Mp8g06760,441.6632506,471.1295331,526.9653946,495.0005288,519.6832958,685.1656119,801.1087684,1000.318297,485.4919838,451.3995872,479.1960152,307.2994045
Mp8g06770,2.775190982,1.044008849,0.958767729,0.013525878,3.594319527,5.806052354,1.825386012,4.159859774,3.076343726,2.258294381,6.13475885,3.555713974
Mp8g06780,78.67014073,117.4766396,121.0472298,102.8789765,163.8338982,170.8423289,244.1607524,187.3956571,200.3480763,138.7844395,137.1772035,88.10043735
Mp8g06790,5.480235613,6.184024001,1.888625021,3.324150188,10.09604424,0.591500703,11.30508625,2.172196049,9.527100094,2.014869503,23.56341462,27.18953231
Mp8g06800,0.926928744,0.003577278,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,0.016440926,7.091518079
Mp8g06810,5490.029992,5484.568262,6734.183158,6079.195024,10966.35257,5309.746539,4952.399101,5705.60767,3513.982631,3553.98767,7293.190279,13135.4009
Mp8g06820,1138.167911,1057.751239,905.2178482,1060.2181,1710.618273,1123.955696,1379.7107,1386.797489,1188.458191,1096.937927,1275.951579,1405.930567
Mp8g06830,1603.647093,1651.553357,1648.50377,1750.754336,852.580842,1583.941029,1486.836221,1539.373295,1651.678667,1624.26976,1079.022184,714.7674007
Mp8g06840,607.9160336,485.6089169,348.7218639,412.1926781,227.0114201,336.2119848,262.7232435,251.2035378,438.185594,422.834514,400.4123708,460.3124453
Mp8g06850,1539.568396,1345.390849,964.3389527,941.8911981,1048.615584,891.7461149,1170.103454,1156.735477,1370.841693,1302.617396,1603.637513,1723.320751
Mp8g06860,678.1090599,687.6330584,472.7091074,342.0710358,266.4614641,419.2157461,461.1699759,424.1117521,720.4590689,740.6523726,694.1254855,130.4932385
Mp8g06870,9.96675694,19.54540355,5.688030665,8.877676337,8.474737189,10.7240696,1.836175954,3.30830346,4.12796824,16.74269895,22.56337838,37.74978732
Mp8g06880,41.25175284,38.15511914,70.50551094,72.61959317,18.66651815,27.25576423,28.06378021,14.38125994,28.78956551,11.11285279,46.1115736,65.29840517
Mp8g06890,563.7490779,359.8607912,392.5644605,444.6176441,134.2163626,247.6762287,336.4068261,246.9064259,213.3237236,148.0613619,298.9814004,215.1683224
Mp8g06900,1.845556645,4.420011282,7.20787438,13.9308985,0.380411636,6.348072863,27.95303696,22.65488184,2.089456854,0,10.55947658,0.543684158
Mp8g06910,1.727894873,9.23102666,0,2.179600279,1.687012247,1.626652538,1.39E-17,1.39E-17,0.792179936,0,4.080141736,0.240529847
Mp8g06920,8.922118753,38.03400467,21.93619731,17.94371138,39.63359634,20.20683374,14.81243508,25.5280832,25.43022928,16.75350895,15.4182012,41.76568017
Mp8g06930,19.08567889,38.08339037,11.39024132,17.77450832,9.080330565,19.11946125,20.40635487,32.03854207,48.3053382,36.09717746,16.39011179,17.66550463
Mp8g06940,363.8553259,313.4277264,254.3674305,327.2334233,368.8166017,255.9314773,324.1814956,338.5666436,443.4193201,447.6227878,399.4195763,615.6743741
