Genes,0a,0b,4a,4b,8a,8b,12a,12b,16a,16b,20a,20b
Mp1g27960,96.11032022,129.8600699,103.8868437,91.68675405,89.41838647,131.6760671,172.3803481,152.4340635,86.99556359,86.56466325,38.85360884,14.31228998
Mp1g27970,28.58812807,11.4028108,6.62573628,12.18437156,83.34992623,16.53802157,21.39627794,24.52525483,6.541269873,15.00995152,24.58504955,27.25670813
Mp1g27980,5.553714965,2.084299584,0,2.179600279,8.49285299,0,0.903758678,2.500882229,10.27431221,2.78749168,2.074120095,8.844505879
Mp1g27990,28.45386179,22.70228383,13.3083898,17.81055783,8.808035256,14.92656626,21.55795044,8.648656247,23.43274266,31.88809633,45.97857512,5.093837635
Mp1g28000,220.7719778,264.9261791,72.50503653,43.78778439,69.60905766,97.12937173,105.3264254,85.48513492,243.8011632,363.0007571,93.1614842,69.98347354
Mp1g28010,49.49653894,46.40161748,12.33163625,21.09259618,13.07113084,12.28579401,5.594015877,4.852191659,12.78349025,17.93600171,45.10951288,83.95170236
Mp1g28020,5.496666944,5.159380239,5.714518434,5.599081272,2.29406355,8.391622133,0,2.551407453,8.406661189,7.681060638,11.26635727,11.32170877
Mp1g28030,2179.970112,2775.242955,2130.71912,1883.810453,1211.585572,1395.448118,979.0902832,1060.557377,1751.494637,2000.16743,1426.447418,1189.308096
Mp1g28040,47.58793676,57.71297103,103.7977191,145.0847844,20.08210076,69.64386441,62.42834275,58.67728178,38.35210214,29.16670031,43.93917363,6.67769161
Mp1g28050,259.2835027,291.7396374,171.4562117,232.2402915,156.548888,226.9542983,266.4439859,259.3763925,320.6654822,288.239316,237.4761937,89.21365367
Mp1g28060,320.6344172,407.1858537,244.8437819,307.1368965,127.7685265,246.8891546,224.4658224,261.1605583,353.1337525,436.2467319,226.2086562,81.21384954
Mp1g28070,669.0101747,578.37763,539.3652142,480.5048969,486.2197382,500.985526,621.4181302,553.790987,628.9667484,593.6676992,582.6540005,491.8133297
Mp1g28080,317.0550812,321.6521266,292.4763168,388.6644778,277.1042545,324.5186783,361.487622,331.9293263,332.0950794,303.7193469,174.0261366,96.50348851
Mp1g28090,5.496666774,5.159390485,12.4189284,7.913869895,35.57532932,10.22024566,13.06511497,10.51687463,6.674994218,10.98524227,8.238588485,24.36583867
Mp1g28100,34.03098963,19.63530005,17.22604806,6.882282199,63.86404653,11.65748729,13.87814117,24.72153956,32.14440234,27.71134822,78.95565949,280.2206627
Mp1g28110,2059.165026,1762.921959,2109.670245,2656.768778,3020.320187,2259.052038,2308.558126,2125.805687,2363.015141,2354.101525,2260.074757,3337.908558
Mp1g28120,329.8900262,329.901267,372.6038336,336.3674426,522.2887221,549.4584034,664.2159532,701.5954199,448.0046311,449.9365566,424.9497149,345.3341885
Mp1g28130,938.9841212,833.0073701,724.1803701,559.9091734,614.2798018,727.754172,698.5550966,746.4544848,681.5327475,698.121809,836.6459506,940.3702176
Mp1g28140,10.91362113,17.49751243,10.45053585,14.46042644,3.594321095,5.806060897,3.70344098,4.925528012,4.343515993,9.494216851,11.29248633,20.20092135
Mp1g28150,21.71846841,1.106105724,29.55802392,44.5422489,3.692038163,6.674635334,15.10980086,7.964797701,3.944063751,1.416467474,11.29954231,23.1888041
Mp1g28160,124.635557,119.5963242,140.0460177,159.7126222,101.2306542,171.2119699,132.2391972,153.4703875,162.6448193,149.1045448,58.33013715,34.87703074
Mp1g28170,27.48133686,27.83666695,31.45282238,29.08653669,22.59254513,46.35280421,42.8462774,43.22579024,34.4086134,30.82724409,29.67826186,21.50973478
Mp1g28180,30.23633709,29.90072506,34.25743149,45.70402674,5.021937904,35.94393636,25.12813321,27.77342184,28.11527962,32.55419705,38.84867864,12.7808983
Mp1g28190,1.39E-17,1.39E-17,3.835418874,1.18414787,0.44299626,7.605551784,4.720775823,0.674014156,1.612713073,0,1.39E-17,1.39E-17
Mp1g28200,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17
Mp1g28210,6.445901048,4.139795148,5.659541183,13.25714667,8.474737189,10.7240696,0.815475462,13.51059583,10.00460362,7.616649275,2.04102223,0.126159455
Mp1g28220,1471.668354,1591.751713,1907.722447,1786.579904,1782.949097,2181.458783,2124.988517,2214.836747,1721.153753,1665.226538,1847.309404,1342.715832
Mp1g28230,0,3.070813849,0,2.179600279,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,0.003607102,1.452450614
Mp1g28240,2086.488841,2696.884503,3905.878594,5218.658522,1507.87263,3260.28849,2761.256484,3086.959073,2201.097567,2406.778113,1236.957558,686.2205041
Mp1g28250,0.926928744,0.003577278,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,2.04102223,0.126159455
Mp1g28260,1.863156011,0.006984243,9.605164796,1.267049647,0.113850189,1.680793478,0,1.69478644,3.07634366,2.258295474,5.126973402,6.351776656
Mp1g28270,174.8640479,167.7401496,178.1255554,242.1903814,112.0972832,241.2168009,193.7275252,222.1757206,187.9256791,158.1360626,139.7212948,33.27153251
Mp1g28280,2.011463102,1.348225855,0,1.196264671,129.6027568,0,0,0.641549736,0,0.973635466,49.73292508,364.1252086
Mp1g28290,593.7959713,611.3417262,495.4938541,521.7509403,1388.24217,534.7560388,546.8086035,622.5328812,638.7970705,653.2849112,1089.622226,1796.108495
Mp1g28300,2214.833843,2511.336913,3058.658081,6497.676173,1333.817074,2280.309447,2354.179224,2353.479536,2714.972461,2489.303753,1382.439239,1383.67034
Mp1g28310,220.7960381,248.4406291,321.0796925,394.2949028,152.4573489,309.355313,313.9385082,323.0540853,296.810028,317.8028976,145.3668984,91.37763903
Mp1g28320,3004.815814,2928.888197,1900.112036,1684.938252,2035.140144,1551.133362,1473.80897,1457.754903,2403.345056,2661.146172,2588.771576,3299.704936
Mp1g28330,279.4921263,277.32479,273.4870734,263.7078951,125.8187633,213.1101855,213.3034049,235.0084515,276.1397489,313.2260935,202.596809,27.15171608
Mp1g28340,1821.763425,1796.921541,1649.472797,1633.480341,1273.835099,1495.660376,1791.530674,1566.958101,1531.756073,1630.543421,1434.546698,511.5602966
Mp1g28350,3.668354176,3.099148374,7.585553705,12.20630901,0.217776474,3.378065809,12.14355685,8.861448256,6.121580109,5.357283869,1.021741149,0.064681769
Mp1g28360,526.9714884,454.6657384,477.461589,364.3895463,425.4803365,733.8516793,1226.916168,1270.985529,959.4970488,874.2681168,315.3268872,158.0182698
Mp1g28370,567.133602,729.8651518,626.9768452,713.8781178,540.2694811,564.2350367,507.6960951,551.5184653,709.7842823,722.8604197,549.9428972,775.3941899
Mp1g28380,1601.827691,1588.672763,1440.784239,1444.652212,1123.355728,1359.353629,1515.712604,1580.984329,1543.926751,1703.256272,1169.437809,1090.726099
Mp1g28390,11.14516002,13.45454555,4.753317147,5.577260702,8.147266201,7.355124636,14.14007602,11.36994076,20.38347654,28.08523006,18.55995496,55.88894175
Mp1g28400,149.0287078,205.3327506,206.6711782,183.1875343,162.1308555,165.1439714,164.5753429,163.7674622,176.2683811,179.2291403,146.1168034,135.55094
Mp1g28410,11.03720389,10.03585851,11.64329774,2.522636812,0.282929813,4.519157187,18.91567364,8.40898367,3.971734301,4.136830332,2.121236457,0.130869152
Mp1g28420,440.6880902,546.3650129,532.6160325,675.8282979,421.5004854,559.8062669,612.0481569,641.6466216,618.0162258,628.5392171,539.2201044,355.5588975
Mp1g28430,16.49968564,15.47103995,6.697025394,3.431578799,6.995137896,10.76851488,4.597666554,9.11920956,6.08095069,6.168672553,6.175664202,15.20871854
Mp1g28440,2750.03526,2859.805749,2576.589625,3286.907434,1271.031878,1750.397053,1745.825345,1802.864581,2022.779061,1737.768555,2717.741265,2122.115536
Mp1g28450,62.23436374,78.32546729,246.891647,159.9987995,194.6966772,341.2762725,294.4156101,266.6571291,121.1736179,142.3945441,121.8479245,106.697564
Mp1g28460,454.4361804,559.7680961,535.5214585,549.6973557,1335.949413,529.0227231,612.0450519,647.756268,557.9496046,542.6750477,1061.974492,1768.695241
Mp1g28470,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17
Mp1g28480,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17
Mp1g28490,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17
Mp1g28500,132.0131884,111.365551,139.9961963,205.3852387,307.8365936,184.3811794,217.1582688,158.8091684,149.7600564,125.8281686,225.3208719,306.8135892
Mp1g28510,1205.93825,1186.619651,2308.866486,2439.002473,845.837755,1307.011238,779.7353699,824.7781068,432.5871346,498.0192191,815.0647201,475.0787366
Mp1g28520,794.419599,959.7670549,1054.831874,1193.129911,863.4951104,863.0019313,891.6056814,750.3167274,1013.561406,1009.644176,596.0144883,767.6134617
Mp1g28530,301.4761942,306.1875589,279.1515945,344.0161643,347.0958677,207.3713474,264.6004088,242.1934354,244.0780853,278.4411345,482.3667209,747.7294636
Mp1g28540,614.791945,777.2907262,1560.823574,1756.306969,953.4055034,1260.060438,1008.882719,1166.667287,467.0911837,466.9399957,585.7172233,458.1988646
Mp1g28550,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17
Mp1g28560,230.907486,239.1741236,127.6334496,165.2326098,176.8839029,102.2544737,100.5618726,118.3993295,166.0741026,220.6144728,223.2245834,193.7262889
Mp1g28570,8.211671779,10.30071239,4.694555021,14.32909939,0.166954959,2.52993366,1.815455787,5.010581765,4.957775059,15.09355115,1.39E-17,1.39E-17
Mp1g28580,196.0648228,214.4241735,462.9807125,848.7953642,189.211543,265.5325394,303.6659681,337.8056011,155.5617496,174.8234135,186.3835279,202.7702668
Mp1g28590,7.670387254,3.266503521,12.03126135,27.5599345,136.1083013,5.801415251,1.637022201,0,0,11.40375509,31.96213797,1390.587286
Mp1g28600,701.6670924,703.9821655,970.1398332,2391.725436,782.5732783,353.2647133,329.9035039,506.9600049,363.0535558,449.4161443,1139.519125,305.4552227
Mp1g28610,689.1066724,696.9119301,774.7013432,791.0330217,544.3026676,735.2837795,827.2955403,756.9395249,696.8705632,672.5493855,578.5650112,517.4211833
Mp1g28620,0.926928744,0.003577278,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.892842853,0,1.39E-17,1.39E-17,1.39E-17,1.39E-17
Mp1g28630,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,0.013455026,5.666156336
Mp1g28640,187.8179993,205.1458985,230.6454615,185.5915965,190.2538023,215.2573861,162.0400901,194.2893017,197.6115573,207.224053,249.7998975,136.8588154
Mp1g28650,1544.063899,1663.917608,2027.802087,1789.965293,2055.413167,1910.195899,1831.548305,1810.982799,2207.259986,2298.487242,1645.625666,1815.053425
Mp1g28660,1095.965954,1146.393663,1111.136802,872.7409187,841.963931,1057.160335,1004.26088,1040.122444,1453.191782,1480.510469,1194.003127,1052.234294
Mp1g28670,111.6922698,148.4183586,158.2053508,138.6198432,175.2069789,177.3893997,211.4657829,214.5440893,155.0114963,142.1472748,137.2035195,114.8693097
Mp1g28680,2015.102806,2071.143534,2539.521511,2143.051466,1541.452713,2428.887862,2124.995264,2170.766824,1827.925356,1900.332837,1478.628393,824.7365983
Mp1g28690,821.0553013,851.5480506,1037.678289,1177.550858,657.411263,945.586519,877.5398865,970.841783,832.089456,722.6870119,525.3526443,653.3596734
Mp1g28700,751.4540217,700.0169118,818.5402476,815.6270264,1072.379083,711.688777,801.2228852,707.1464967,538.8074761,552.7837587,1213.483609,1310.957275
Mp1g28710,1093.188475,1226.79569,1017.646227,1270.229391,344.5865541,908.3060721,997.7607605,969.9092011,1007.309772,1162.901871,1155.998554,358.7452581
Mp1g28720,185.0767621,197.9323743,204.8556126,220.0757144,275.0412956,278.4058284,234.7670512,230.014144,188.5952708,173.0707278,360.4768712,416.8071654
Mp1g28730,737.7333817,646.4173446,1041.538085,957.5674367,1532.181471,991.7203415,911.0941689,959.3761658,679.9503627,734.5224125,1158.204293,1468.321227
Mp1g28740,396.8168659,367.02622,334.4357635,382.0456071,230.4505595,363.3673367,366.9995307,429.2176545,494.5621168,497.0972678,351.2474174,363.9746373
Mp1g28750,1.821305981,2.062924853,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17
Mp1g28760,679.0042833,725.7696527,980.5327762,980.9823275,307.1964785,936.3356457,817.0267355,796.9692371,917.6030386,777.5512974,416.6182068,75.63650579
Mp1g28770,504.034806,464.9653932,406.904852,373.2293087,589.732024,408.6792516,418.2574161,460.1630069,488.3936538,518.8049067,794.6171474,614.4791942
Mp1g28780,154.8408302,163.7236307,151.6614554,69.61869152,105.3698005,264.3803648,283.283806,217.4494508,226.1597696,205.4151429,161.3284553,33.30757605
Mp1g28790,364.3379915,355.723454,362.1539496,204.6691751,258.1834088,476.6126117,624.9256708,522.3803484,490.4112376,444.7830612,472.161718,106.1121765
Mp1g28800,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17
Mp1g28810,3.707653921,3.054940895,8.548025215,7.479026965,0.872520921,18.44896585,10.79881174,3.171374825,1.728258482,3.864840667,6.27631024,3.72238331
Mp1g28820,1.011366006,2.200412746,1.000147806,3.385086571,4.97480073,1.702665704,3.01248711,4.609652024,2.471564999,4.468375004,1.121963161,0.070864353
Mp1g28830,53.32451763,23.83013704,46.76170517,36.23435741,96.46810533,48.08806539,11.39400136,68.49441489,51.7876269,39.2915748,90.96986645,66.64288481
Mp1g28840,68.88782873,92.74915276,119.2693868,50.63512509,169.6833674,138.6265462,154.7239279,118.0608749,134.7432064,88.50413915,146.5059082,294.4573206
Mp1g28850,277.6655783,271.1414805,315.3835891,350.7770005,249.8691351,361.6541635,323.2203848,370.4634544,314.3603104,337.9082507,184.3096884,156.7252464
Mp1g28860,2225.904743,2105.176997,2380.359178,2258.065225,6630.085222,2375.993855,2567.511847,2617.806839,1819.627509,1739.431868,4908.256845,12005.38841
Mp1g28870,0.926928744,0.003577278,0,1.09614792,1.39E-17,1.39E-17,1.861100033,1.605131268,0,0.80178186,4.087803787,1.906226791
Mp1g28880,1651.244809,1944.317758,1605.627134,1675.906602,1917.033268,1342.462741,977.2499976,994.4233718,1150.167364,1185.194467,1664.101596,2733.560183
Mp1g28890,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17
Mp1g28900,108.1757061,93.83560221,105.7286382,129.5117165,82.17515831,92.04789633,142.5981493,114.0186638,116.8509909,106.582119,98.27445139,68.53988265
Mp1g28910,0.906981689,1.032807739,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,0.007046259,2.846153123
Mp1g28920,686.3362222,731.9555912,454.5532065,411.2246484,1045.593057,571.9325898,759.2924201,685.9569605,547.88702,603.1137846,1220.636286,1155.112689
Mp1g28930,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17
Mp1g28940,118.9665949,186.5390852,101.7052726,590.2002572,175.3217855,184.8127871,185.4112366,170.4112715,288.3230887,167.9973954,125.91806,84.76352807
Mp1g28950,130.1703111,112.9083881,44.23765503,67.42042645,46.75648221,69.22324389,94.68690741,58.38939422,110.0120449,97.27673825,47.51244497,5.120312977
Mp1g28960,130.1703111,112.9083881,44.23765503,67.42042645,46.75648221,69.22324389,94.68690741,58.38939422,110.0120449,97.27673825,47.51244497,5.120312977
Mp1g28970,0.926928744,0.003577278,1.922670256,0.02639865,1.39E-17,1.39E-17,1.39E-17,1.39E-17,2.369725098,0.676503992,1.39E-17,1.39E-17
Mp1g28980,442.6381986,407.2334491,366.8692974,357.5539725,637.803198,315.638656,393.2094098,313.0468466,435.2066097,374.0058784,656.4463959,965.3280987
Mp1g28990,2077.330272,2674.204603,1733.39813,1764.184193,1049.139208,1863.957368,1643.327415,1784.962217,2675.8574,2876.037475,866.2737666,539.3479355
Mp1g29000,11.13949626,2.106326181,3.811874265,3.372550786,3.594321095,5.806060897,4.720775823,0.674014156,3.886394085,2.219637477,6.167430362,12.27424154
Mp1g29010,25.59103926,32.96941618,14.24347747,22.22886515,177.0153774,21.27125388,18.55426659,27.92597818,42.502395,20.39439954,227.4637208,1152.245342
Mp1g29020,441.6620213,472.1601645,368.8005663,320.7454946,877.1834792,504.625837,488.1470941,506.6103197,418.9159944,453.8847845,479.2976247,765.3584126
Mp1g29030,1630.225045,1667.018444,1504.687164,1175.527683,1594.608667,1869.337451,1627.507365,1696.823229,1987.483468,1999.254152,1051.6823,1088.80457
Mp1g29040,5.369897527,15.41162186,11.43272186,11.18735654,20.0905751,25.5519105,28.18272883,5.219124003,23.97764887,13.60259108,14.36334587,23.47445957
Mp1g29050,373.8258283,417.3370013,356.3651441,464.6062924,136.8344165,259.753122,208.2679966,222.7144626,366.1983642,366.8110374,83.03192947,40.16238104
Mp1g29060,132.7890284,117.9878525,150.0601091,138.7412457,145.0544481,127.9871011,122.2523476,102.4640581,204.1882535,188.4188573,21.7188231,25.4109472
Mp1g29070,1514.833328,1779.750233,1666.119048,1799.804223,980.0722899,1948.932491,1389.604021,1398.423295,1515.680069,1426.706771,324.2286585,225.0819966
Mp1g29080,822.900913,826.8104399,997.6861473,993.2752172,912.3759427,1159.830531,1187.783911,1247.340586,1101.414855,1045.169925,1170.474866,1269.067351
Mp1g29090,569.9681293,589.6913976,586.9614752,649.0927649,301.5257722,627.2364914,578.5469817,542.4145251,714.3948306,708.1415101,272.3486431,181.525263
Mp1g29100,2579.803397,1605.233725,2054.423711,2346.222454,3430.902013,2405.18564,2700.732986,2749.144256,6724.227953,6776.312714,3374.22951,5637.657934
Mp1g29110,369.2837771,379.3821168,445.0281347,395.5922232,1113.603896,477.3304112,469.4693591,561.3938415,432.9445027,363.1572477,708.6818646,1148.654462
Mp1g29120,2927.811345,3057.744294,3539.084485,3420.026938,2791.338634,3691.846107,3523.334617,3719.127632,3356.753715,3391.633128,2074.700611,2439.821571
Mp1g29130,219.8483426,269.0470422,325.8698298,355.2572469,215.6088925,326.3738027,288.7445504,337.8501064,312.8463329,332.484187,343.9799028,142.2897166
Mp1g29140,7680.240915,6632.019157,7150.672174,4801.186869,128664.6041,6995.315115,7192.071639,6613.352422,4765.010067,4594.542273,109830.1184,281383.0632
Mp1g29150,1548.731499,1355.699934,1479.835185,1602.145248,1888.919229,1206.882136,1153.322815,1180.423551,1017.337896,1070.023656,1324.119774,2100.644074
Mp1g29160,799.2061769,583.5562433,917.7503407,573.42596,505.9473831,970.4720203,712.6687342,732.5702934,640.4686498,577.3828258,346.0357209,155.0309671
Mp1g29170,0,1.025772932,0.958766993,0.013525867,1.448758655,0,4.703914194,1.50523925,1.28875814,6.442196538,5.099978624,0.293863529
Mp1g29180,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,0.007046259,2.846153123
Mp1g29190,848.5887395,793.831257,1054.852142,1088.223669,1269.999929,1242.548069,1192.466866,1162.433257,992.1788635,1018.197695,873.5384915,1260.144538
Mp1g29200,838.4677348,867.012501,822.3898721,695.0527184,768.0968312,896.1258533,933.4692312,935.6743936,676.9127745,721.3643773,1084.349818,467.7037491
Mp1g29210,1161.015777,1254.636678,1472.219009,1548.53212,2600.332217,1412.07947,1566.983096,1491.982909,1144.936584,1071.440389,1457.256494,2610.883793
Mp1g29220,208.0722472,177.3450991,186.6214693,390.6518121,205.4908203,278.646338,234.7443696,247.2067599,299.1328217,310.8126512,225.3529398,426.6529746
Mp1g29230,72.53429763,45.41432493,61.00402647,53.69396788,60.3146811,107.1516001,62.38133801,70.22503652,73.058666,89.8538968,41.98974081,43.46957892
Mp1g29240,372.0012304,414.4218415,481.240201,424.645754,618.7054142,620.8684926,527.2751677,546.5820876,425.6391207,526.7044878,389.0910105,270.0419957
Mp1g29250,3495.080556,3397.963277,4378.626884,3646.919422,2121.525425,4421.535761,4178.26681,4299.116348,3449.120556,3445.738214,2680.768235,790.5432718
Mp1g29260,473.6208018,683.4558571,525.0854629,440.315511,311.5845276,721.7717291,716.4426876,638.6308004,769.4414462,704.1888277,373.6897983,177.4792463
